Fra,Til,KWH 60 Forbruk
01.12.2020 00:00,01.12.2020 01:00,"3,36"
01.12.2020 01:00,01.12.2020 02:00,"1,586"
01.12.2020 02:00,01.12.2020 03:00,"0,24"
01.12.2020 03:00,01.12.2020 04:00,"0,554"
01.12.2020 04:00,01.12.2020 05:00,"0,634"
01.12.2020 05:00,01.12.2020 06:00,"0,137"
01.12.2020 06:00,01.12.2020 07:00,"0,137"
01.12.2020 07:00,01.12.2020 08:00,"0,145"
01.12.2020 08:00,01.12.2020 09:00,"0,137"
01.12.2020 09:00,01.12.2020 10:00,"0,892"
01.12.2020 10:00,01.12.2020 11:00,"0,198"
01.12.2020 11:00,01.12.2020 12:00,"0,779"
01.12.2020 12:00,01.12.2020 13:00,"1,004"
01.12.2020 13:00,01.12.2020 14:00,"0,398"
01.12.2020 14:00,01.12.2020 15:00,"0,999"
01.12.2020 15:00,01.12.2020 16:00,"0,226"
01.12.2020 16:00,01.12.2020 17:00,"0,244"
01.12.2020 17:00,01.12.2020 18:00,"0,244"
01.12.2020 18:00,01.12.2020 19:00,"2,105"
01.12.2020 19:00,01.12.2020 20:00,"4,991"
01.12.2020 20:00,01.12.2020 21:00,"3,594"
01.12.2020 21:00,01.12.2020 22:00,"3,976"
01.12.2020 22:00,01.12.2020 23:00,"3,068"
01.12.2020 23:00,02.12.2020 00:00,"1,625"
02.12.2020 00:00,02.12.2020 01:00,"1,567"
02.12.2020 01:00,02.12.2020 02:00,"1,591"
02.12.2020 02:00,02.12.2020 03:00,"1,522"
02.12.2020 03:00,02.12.2020 04:00,"2,43"
02.12.2020 04:00,02.12.2020 05:00,"1,551"
02.12.2020 05:00,02.12.2020 06:00,"1,546"
02.12.2020 06:00,02.12.2020 07:00,"1,547"
02.12.2020 07:00,02.12.2020 08:00,"4,41"
02.12.2020 08:00,02.12.2020 09:00,"2,664"
02.12.2020 09:00,02.12.2020 10:00,"1,39"
02.12.2020 10:00,02.12.2020 11:00,"0,139"
02.12.2020 11:00,02.12.2020 12:00,"0,126"
02.12.2020 12:00,02.12.2020 13:00,"0,134"
02.12.2020 13:00,02.12.2020 14:00,"0,13"
02.12.2020 14:00,02.12.2020 15:00,"0,323"
02.12.2020 15:00,02.12.2020 16:00,"1,865"
02.12.2020 16:00,02.12.2020 17:00,"1,816"
02.12.2020 17:00,02.12.2020 18:00,"3,838"
02.12.2020 18:00,02.12.2020 19:00,"1,794"
02.12.2020 19:00,02.12.2020 20:00,"0,292"
02.12.2020 20:00,02.12.2020 21:00,"1,766"
02.12.2020 21:00,02.12.2020 22:00,"1,774"
02.12.2020 22:00,02.12.2020 23:00,"2,271"
02.12.2020 23:00,03.12.2020 00:00,"1,643"
03.12.2020 00:00,03.12.2020 01:00,"0,592"
03.12.2020 01:00,03.12.2020 02:00,"2,335"
03.12.2020 02:00,03.12.2020 03:00,"1,256"
03.12.2020 03:00,03.12.2020 04:00,"3,031"
03.12.2020 04:00,03.12.2020 05:00,"1,691"
03.12.2020 05:00,03.12.2020 06:00,"1,487"
03.12.2020 06:00,03.12.2020 07:00,"1,479"
03.12.2020 07:00,03.12.2020 08:00,"1,147"
03.12.2020 08:00,03.12.2020 09:00,"0,158"
03.12.2020 09:00,03.12.2020 10:00,"0,139"
03.12.2020 10:00,03.12.2020 11:00,"0,131"
03.12.2020 11:00,03.12.2020 12:00,"0,127"
03.12.2020 12:00,03.12.2020 13:00,"0,93"
03.12.2020 13:00,03.12.2020 14:00,"0,145"
03.12.2020 14:00,03.12.2020 15:00,"0,143"
03.12.2020 15:00,03.12.2020 16:00,"0,147"
03.12.2020 16:00,03.12.2020 17:00,"0,153"
03.12.2020 17:00,03.12.2020 18:00,"0,173"
03.12.2020 18:00,03.12.2020 19:00,"0,898"
03.12.2020 19:00,03.12.2020 20:00,"0,593"
03.12.2020 20:00,03.12.2020 21:00,"2,709"
03.12.2020 21:00,03.12.2020 22:00,"4,619"
03.12.2020 22:00,03.12.2020 23:00,"3,567"
03.12.2020 23:00,04.12.2020 00:00,"3,519"
04.12.2020 00:00,04.12.2020 01:00,"2,892"
04.12.2020 01:00,04.12.2020 02:00,"1,505"
04.12.2020 02:00,04.12.2020 03:00,"1,556"
04.12.2020 03:00,04.12.2020 04:00,"0,412"
04.12.2020 04:00,04.12.2020 05:00,"1,359"
04.12.2020 05:00,04.12.2020 06:00,"2,137"
04.12.2020 06:00,04.12.2020 07:00,"0,557"
04.12.2020 07:00,04.12.2020 08:00,"2,821"
04.12.2020 08:00,04.12.2020 09:00,"2,27"
04.12.2020 09:00,04.12.2020 10:00,"2,277"
04.12.2020 10:00,04.12.2020 11:00,"2,094"
04.12.2020 11:00,04.12.2020 12:00,"0,962"
04.12.2020 12:00,04.12.2020 13:00,"0,127"
04.12.2020 13:00,04.12.2020 14:00,"0,135"
04.12.2020 14:00,04.12.2020 15:00,"0,133"
04.12.2020 15:00,04.12.2020 16:00,"0,126"
04.12.2020 16:00,04.12.2020 17:00,"0,614"
04.12.2020 17:00,04.12.2020 18:00,"0,738"
04.12.2020 18:00,04.12.2020 19:00,"0,341"
04.12.2020 19:00,04.12.2020 20:00,"1,5"
04.12.2020 20:00,04.12.2020 21:00,"2,748"
04.12.2020 21:00,04.12.2020 22:00,"2,657"
04.12.2020 22:00,04.12.2020 23:00,"1,589"
04.12.2020 23:00,05.12.2020 00:00,"3,406"
05.12.2020 00:00,05.12.2020 01:00,"3,211"
05.12.2020 01:00,05.12.2020 02:00,"2,118"
05.12.2020 02:00,05.12.2020 03:00,"0,361"
05.12.2020 03:00,05.12.2020 04:00,"0,135"
05.12.2020 04:00,05.12.2020 05:00,"0,119"
05.12.2020 05:00,05.12.2020 06:00,"0,114"
05.12.2020 06:00,05.12.2020 07:00,"0,109"
05.12.2020 07:00,05.12.2020 08:00,"0,858"
05.12.2020 08:00,05.12.2020 09:00,"0,109"
05.12.2020 09:00,05.12.2020 10:00,"0,194"
05.12.2020 10:00,05.12.2020 11:00,"0,231"
05.12.2020 11:00,05.12.2020 12:00,"3,233"
05.12.2020 12:00,05.12.2020 13:00,"1,95"
05.12.2020 13:00,05.12.2020 14:00,"1,678"
05.12.2020 14:00,05.12.2020 15:00,"1,632"
05.12.2020 15:00,05.12.2020 16:00,"1,984"
05.12.2020 16:00,05.12.2020 17:00,"2,356"
05.12.2020 17:00,05.12.2020 18:00,"1,606"
05.12.2020 18:00,05.12.2020 19:00,"1,698"
05.12.2020 19:00,05.12.2020 20:00,"3,594"
05.12.2020 20:00,05.12.2020 21:00,"2,578"
05.12.2020 21:00,05.12.2020 22:00,"1,581"
05.12.2020 22:00,05.12.2020 23:00,"1,719"
05.12.2020 23:00,06.12.2020 00:00,"1,85"
06.12.2020 00:00,06.12.2020 01:00,"0,346"
06.12.2020 01:00,06.12.2020 02:00,"0,8"
06.12.2020 02:00,06.12.2020 03:00,"0,928"
06.12.2020 03:00,06.12.2020 04:00,"0,515"
06.12.2020 04:00,06.12.2020 05:00,"1,455"
06.12.2020 05:00,06.12.2020 06:00,"1,297"
06.12.2020 06:00,06.12.2020 07:00,"0,838"
06.12.2020 07:00,06.12.2020 08:00,"1,188"
06.12.2020 08:00,06.12.2020 09:00,"0,806"
06.12.2020 09:00,06.12.2020 10:00,"0,382"
06.12.2020 10:00,06.12.2020 11:00,"1,589"
06.12.2020 11:00,06.12.2020 12:00,"0,31"
06.12.2020 12:00,06.12.2020 13:00,"0,645"
06.12.2020 13:00,06.12.2020 14:00,"1,245"
06.12.2020 14:00,06.12.2020 15:00,"1,145"
06.12.2020 15:00,06.12.2020 16:00,"0,276"
06.12.2020 16:00,06.12.2020 17:00,"0,343"
06.12.2020 17:00,06.12.2020 18:00,"0,719"
06.12.2020 18:00,06.12.2020 19:00,"1,326"
06.12.2020 19:00,06.12.2020 20:00,"3,38"
06.12.2020 20:00,06.12.2020 21:00,"2,541"
06.12.2020 21:00,06.12.2020 22:00,"2,336"
06.12.2020 22:00,06.12.2020 23:00,"2,403"
06.12.2020 23:00,07.12.2020 00:00,"3,509"
07.12.2020 00:00,07.12.2020 01:00,"2,289"
07.12.2020 01:00,07.12.2020 02:00,"2,168"
07.12.2020 02:00,07.12.2020 03:00,"0,99"
07.12.2020 03:00,07.12.2020 04:00,"0,169"
07.12.2020 04:00,07.12.2020 05:00,"0,163"
07.12.2020 05:00,07.12.2020 06:00,"0,161"
07.12.2020 06:00,07.12.2020 07:00,"0,159"
07.12.2020 07:00,07.12.2020 08:00,"0,159"
07.12.2020 08:00,07.12.2020 09:00,"0,904"
07.12.2020 09:00,07.12.2020 10:00,"0,506"
07.12.2020 10:00,07.12.2020 11:00,"2,184"
07.12.2020 11:00,07.12.2020 12:00,"2,764"
07.12.2020 12:00,07.12.2020 13:00,"0,332"
07.12.2020 13:00,07.12.2020 14:00,"0,207"
07.12.2020 14:00,07.12.2020 15:00,"0,336"
07.12.2020 15:00,07.12.2020 16:00,"3,142"
07.12.2020 16:00,07.12.2020 17:00,"3,36"
07.12.2020 17:00,07.12.2020 18:00,"3,268"
07.12.2020 18:00,07.12.2020 19:00,"2,799"
07.12.2020 19:00,07.12.2020 20:00,"2,927"
07.12.2020 20:00,07.12.2020 21:00,"3,091"
07.12.2020 21:00,07.12.2020 22:00,"2,621"
07.12.2020 22:00,07.12.2020 23:00,"3,637"
07.12.2020 23:00,08.12.2020 00:00,"1,494"
08.12.2020 00:00,08.12.2020 01:00,"1,606"
08.12.2020 01:00,08.12.2020 02:00,"1,597"
08.12.2020 02:00,08.12.2020 03:00,"2,431"
08.12.2020 03:00,08.12.2020 04:00,"0,326"
08.12.2020 04:00,08.12.2020 05:00,"0,395"
08.12.2020 05:00,08.12.2020 06:00,"2,078"
