Fra,Til,KWH 60 Forbruk
01.09.2020 00:00,01.09.2020 01:00,"0,015"
01.09.2020 01:00,01.09.2020 02:00,"0,005"
01.09.2020 02:00,01.09.2020 03:00,"0,002"
01.09.2020 03:00,01.09.2020 04:00,"0,003"
01.09.2020 04:00,01.09.2020 05:00,"0,008"
01.09.2020 05:00,01.09.2020 06:00,"0,002"
01.09.2020 06:00,01.09.2020 07:00,"0,007"
01.09.2020 07:00,01.09.2020 08:00,"0,005"
01.09.2020 08:00,01.09.2020 09:00,"0,009"
01.09.2020 09:00,01.09.2020 10:00,"0,017"
01.09.2020 10:00,01.09.2020 11:00,"0,012"
01.09.2020 11:00,01.09.2020 12:00,"0,011"
01.09.2020 12:00,01.09.2020 13:00,"0,017"
01.09.2020 13:00,01.09.2020 14:00,"0,043"
01.09.2020 14:00,01.09.2020 15:00,"0,041"
01.09.2020 15:00,01.09.2020 16:00,"0,045"
01.09.2020 16:00,01.09.2020 17:00,"0,042"
01.09.2020 17:00,01.09.2020 18:00,"0,026"
01.09.2020 18:00,01.09.2020 19:00,"0,01"
01.09.2020 19:00,01.09.2020 20:00,"0,019"
01.09.2020 20:00,01.09.2020 21:00,"0,03"
01.09.2020 21:00,01.09.2020 22:00,"0,012"
01.09.2020 22:00,01.09.2020 23:00,"0,02"
01.09.2020 23:00,02.09.2020 00:00,"0,015"
02.09.2020 00:00,02.09.2020 01:00,"0,003"
02.09.2020 01:00,02.09.2020 02:00,"0,002"
02.09.2020 02:00,02.09.2020 03:00,"0,001"
02.09.2020 03:00,02.09.2020 04:00,"0,001"
02.09.2020 04:00,02.09.2020 05:00,"0,006"
02.09.2020 05:00,02.09.2020 06:00,"0,006"
02.09.2020 06:00,02.09.2020 07:00,"0,001"
02.09.2020 07:00,02.09.2020 08:00,"0,001"
02.09.2020 08:00,02.09.2020 09:00,"0,008"
02.09.2020 09:00,02.09.2020 10:00,"0,022"
02.09.2020 10:00,02.09.2020 11:00,"0,018"
02.09.2020 11:00,02.09.2020 12:00,"0,02"
02.09.2020 12:00,02.09.2020 13:00,"0,021"
02.09.2020 13:00,02.09.2020 14:00,"0,01"
02.09.2020 14:00,02.09.2020 15:00,"0,007"
02.09.2020 15:00,02.09.2020 16:00,"0,011"
02.09.2020 16:00,02.09.2020 17:00,"0,009"
02.09.2020 17:00,02.09.2020 18:00,"0,022"
02.09.2020 18:00,02.09.2020 19:00,"0,007"
02.09.2020 19:00,02.09.2020 20:00,"0,004"
02.09.2020 20:00,02.09.2020 21:00,"0,005"
02.09.2020 21:00,02.09.2020 22:00,"0,015"
02.09.2020 22:00,02.09.2020 23:00,"0,006"
02.09.2020 23:00,03.09.2020 00:00,"0,002"
03.09.2020 00:00,03.09.2020 01:00,"0,009"
03.09.2020 01:00,03.09.2020 02:00,"0,003"
03.09.2020 02:00,03.09.2020 03:00,"0,003"
03.09.2020 03:00,03.09.2020 04:00,"0,002"
03.09.2020 04:00,03.09.2020 05:00,"0,003"
03.09.2020 05:00,03.09.2020 06:00,"0,007"
03.09.2020 06:00,03.09.2020 07:00,"0,003"
03.09.2020 07:00,03.09.2020 08:00,"0,003"
03.09.2020 08:00,03.09.2020 09:00,"0,026"
03.09.2020 09:00,03.09.2020 10:00,"0,018"
03.09.2020 10:00,03.09.2020 11:00,"0,006"
03.09.2020 11:00,03.09.2020 12:00,"0,015"
03.09.2020 12:00,03.09.2020 13:00,"0,017"
03.09.2020 13:00,03.09.2020 14:00,"0,021"
03.09.2020 14:00,03.09.2020 15:00,"0,029"
03.09.2020 15:00,03.09.2020 16:00,"0,025"
03.09.2020 16:00,03.09.2020 17:00,"0,024"
03.09.2020 17:00,03.09.2020 18:00,"0,007"
03.09.2020 18:00,03.09.2020 19:00,"0,007"
03.09.2020 19:00,03.09.2020 20:00,"0,016"
03.09.2020 20:00,03.09.2020 21:00,"0,01"
03.09.2020 21:00,03.09.2020 22:00,"0,004"
03.09.2020 22:00,03.09.2020 23:00,"0,004"
03.09.2020 23:00,04.09.2020 00:00,"0,015"
04.09.2020 00:00,04.09.2020 01:00,"0,02"
04.09.2020 01:00,04.09.2020 02:00,"0,008"
