Fra,Til,KWH 60 Forbruk
01.08.2019 00:00,01.08.2019 01:00,"1,884"
01.08.2019 01:00,01.08.2019 02:00,"0,318"
01.08.2019 02:00,01.08.2019 03:00,"0,438"
01.08.2019 03:00,01.08.2019 04:00,"0,316"
01.08.2019 04:00,01.08.2019 05:00,"0,35"
01.08.2019 05:00,01.08.2019 06:00,"1,047"
01.08.2019 06:00,01.08.2019 07:00,"0,315"
01.08.2019 07:00,01.08.2019 08:00,"0,291"
01.08.2019 08:00,01.08.2019 09:00,"0,278"
01.08.2019 09:00,01.08.2019 10:00,"2,603"
01.08.2019 10:00,01.08.2019 11:00,"0,98"
01.08.2019 11:00,01.08.2019 12:00,"0,175"
01.08.2019 12:00,01.08.2019 13:00,"0,168"
01.08.2019 13:00,01.08.2019 14:00,"0,168"
01.08.2019 14:00,01.08.2019 15:00,"0,168"
01.08.2019 15:00,01.08.2019 16:00,"0,911"
01.08.2019 16:00,01.08.2019 17:00,"0,531"
01.08.2019 17:00,01.08.2019 18:00,"0,268"
01.08.2019 18:00,01.08.2019 19:00,"2,272"
01.08.2019 19:00,01.08.2019 20:00,"3,016"
01.08.2019 20:00,01.08.2019 21:00,"3,103"
01.08.2019 21:00,01.08.2019 22:00,"2,251"
01.08.2019 22:00,01.08.2019 23:00,"0,822"
01.08.2019 23:00,02.08.2019 00:00,"0,34"
02.08.2019 00:00,02.08.2019 01:00,"0,448"
02.08.2019 01:00,02.08.2019 02:00,"2,193"
02.08.2019 02:00,02.08.2019 03:00,"0,736"
02.08.2019 03:00,02.08.2019 04:00,"0,299"
02.08.2019 04:00,02.08.2019 05:00,"0,372"
02.08.2019 05:00,02.08.2019 06:00,"0,31"
02.08.2019 06:00,02.08.2019 07:00,"1,079"
02.08.2019 07:00,02.08.2019 08:00,"0,366"
02.08.2019 08:00,02.08.2019 09:00,"0,331"
02.08.2019 09:00,02.08.2019 10:00,"0,276"
02.08.2019 10:00,02.08.2019 11:00,"0,203"
02.08.2019 11:00,02.08.2019 12:00,"0,867"
02.08.2019 12:00,02.08.2019 13:00,"0,165"
02.08.2019 13:00,02.08.2019 14:00,"0,157"
02.08.2019 14:00,02.08.2019 15:00,"0,154"
02.08.2019 15:00,02.08.2019 16:00,"0,16"
02.08.2019 16:00,02.08.2019 17:00,"0,161"
02.08.2019 17:00,02.08.2019 18:00,"0,155"
02.08.2019 18:00,02.08.2019 19:00,"0,814"
02.08.2019 19:00,02.08.2019 20:00,"0,229"
02.08.2019 20:00,02.08.2019 21:00,"0,283"
02.08.2019 21:00,02.08.2019 22:00,"0,896"
02.08.2019 22:00,02.08.2019 23:00,"1,411"
02.08.2019 23:00,03.08.2019 00:00,"1,994"
03.08.2019 00:00,03.08.2019 01:00,"2,198"
03.08.2019 01:00,03.08.2019 02:00,"0,853"
03.08.2019 02:00,03.08.2019 03:00,"0,343"
03.08.2019 03:00,03.08.2019 04:00,"0,235"
03.08.2019 04:00,03.08.2019 05:00,"0,244"
03.08.2019 05:00,03.08.2019 06:00,"0,294"
03.08.2019 06:00,03.08.2019 07:00,"0,982"
03.08.2019 07:00,03.08.2019 08:00,"0,245"
03.08.2019 08:00,03.08.2019 09:00,"0,237"
03.08.2019 09:00,03.08.2019 10:00,"0,232"
03.08.2019 10:00,03.08.2019 11:00,"0,527"
03.08.2019 11:00,03.08.2019 12:00,"0,206"
03.08.2019 12:00,03.08.2019 13:00,"0,909"
03.08.2019 13:00,03.08.2019 14:00,"0,185"
03.08.2019 14:00,03.08.2019 15:00,"0,232"
03.08.2019 15:00,03.08.2019 16:00,"0,198"
03.08.2019 16:00,03.08.2019 17:00,"0,194"
03.08.2019 17:00,03.08.2019 18:00,"0,202"
03.08.2019 18:00,03.08.2019 19:00,"1,586"
03.08.2019 19:00,03.08.2019 20:00,"2,068"
03.08.2019 20:00,03.08.2019 21:00,"2,08"
03.08.2019 21:00,03.08.2019 22:00,"0,816"
03.08.2019 22:00,03.08.2019 23:00,"0,359"
03.08.2019 23:00,04.08.2019 00:00,"1,931"
04.08.2019 00:00,04.08.2019 01:00,"0,581"
04.08.2019 01:00,04.08.2019 02:00,"1,002"
