Fra,Til,KWH 60 Forbruk
01.08.2020 00:00,01.08.2020 01:00,"0,344"
01.08.2020 01:00,01.08.2020 02:00,"0,326"
01.08.2020 02:00,01.08.2020 03:00,"1,168"
01.08.2020 03:00,01.08.2020 04:00,"0,293"
01.08.2020 04:00,01.08.2020 05:00,"0,342"
01.08.2020 05:00,01.08.2020 06:00,"0,326"
01.08.2020 06:00,01.08.2020 07:00,"0,314"
01.08.2020 07:00,01.08.2020 08:00,"0,424"
01.08.2020 08:00,01.08.2020 09:00,"0,906"
01.08.2020 09:00,01.08.2020 10:00,"0,219"
01.08.2020 10:00,01.08.2020 11:00,"0,253"
01.08.2020 11:00,01.08.2020 12:00,2
01.08.2020 12:00,01.08.2020 13:00,"1,177"
01.08.2020 13:00,01.08.2020 14:00,"0,168"
01.08.2020 14:00,01.08.2020 15:00,"0,167"
01.08.2020 15:00,01.08.2020 16:00,"0,231"
01.08.2020 16:00,01.08.2020 17:00,"2,283"
01.08.2020 17:00,01.08.2020 18:00,"0,852"
01.08.2020 18:00,01.08.2020 19:00,"0,407"
01.08.2020 19:00,01.08.2020 20:00,"0,208"
01.08.2020 20:00,01.08.2020 21:00,"0,233"
01.08.2020 21:00,01.08.2020 22:00,"0,339"
01.08.2020 22:00,01.08.2020 23:00,"0,987"
01.08.2020 23:00,02.08.2020 00:00,"0,726"
02.08.2020 00:00,02.08.2020 01:00,"0,306"
02.08.2020 01:00,02.08.2020 02:00,"0,524"
02.08.2020 02:00,02.08.2020 03:00,"0,503"
02.08.2020 03:00,02.08.2020 04:00,"0,52"
02.08.2020 04:00,02.08.2020 05:00,"1,56"
02.08.2020 05:00,02.08.2020 06:00,"0,543"
02.08.2020 06:00,02.08.2020 07:00,"0,46"
02.08.2020 07:00,02.08.2020 08:00,"0,458"
02.08.2020 08:00,02.08.2020 09:00,"1,359"
02.08.2020 09:00,02.08.2020 10:00,"0,394"
02.08.2020 10:00,02.08.2020 11:00,"0,466"
02.08.2020 11:00,02.08.2020 12:00,"1,003"
02.08.2020 12:00,02.08.2020 13:00,"0,56"
02.08.2020 13:00,02.08.2020 14:00,"0,472"
02.08.2020 14:00,02.08.2020 15:00,"0,409"
02.08.2020 15:00,02.08.2020 16:00,"0,305"
02.08.2020 16:00,02.08.2020 17:00,"0,134"
02.08.2020 17:00,02.08.2020 18:00,"0,337"
02.08.2020 18:00,02.08.2020 19:00,"0,849"
02.08.2020 19:00,02.08.2020 20:00,"1,407"
02.08.2020 20:00,02.08.2020 21:00,"0,606"
02.08.2020 21:00,02.08.2020 22:00,"0,972"
02.08.2020 22:00,02.08.2020 23:00,"2,266"
02.08.2020 23:00,03.08.2020 00:00,"2,422"
03.08.2020 00:00,03.08.2020 01:00,"2,221"
03.08.2020 01:00,03.08.2020 02:00,"0,318"
03.08.2020 02:00,03.08.2020 03:00,"0,324"
03.08.2020 03:00,03.08.2020 04:00,"0,296"
03.08.2020 04:00,03.08.2020 05:00,"0,289"
03.08.2020 05:00,03.08.2020 06:00,"0,523"
03.08.2020 06:00,03.08.2020 07:00,"0,369"
03.08.2020 07:00,03.08.2020 08:00,"2,588"
03.08.2020 08:00,03.08.2020 09:00,"2,305"
03.08.2020 09:00,03.08.2020 10:00,"2,246"
03.08.2020 10:00,03.08.2020 11:00,"1,979"
03.08.2020 11:00,03.08.2020 12:00,"0,287"
03.08.2020 12:00,03.08.2020 13:00,"0,292"
03.08.2020 13:00,03.08.2020 14:00,"0,287"
03.08.2020 14:00,03.08.2020 15:00,"0,375"
03.08.2020 15:00,03.08.2020 16:00,"0,284"
03.08.2020 16:00,03.08.2020 17:00,"0,485"
03.08.2020 17:00,03.08.2020 18:00,"0,283"
03.08.2020 18:00,03.08.2020 19:00,"0,459"
03.08.2020 19:00,03.08.2020 20:00,"0,422"
03.08.2020 20:00,03.08.2020 21:00,"0,235"
03.08.2020 21:00,03.08.2020 22:00,"0,392"
03.08.2020 22:00,03.08.2020 23:00,"0,396"
03.08.2020 23:00,04.08.2020 00:00,"0,496"
04.08.2020 00:00,04.08.2020 01:00,"0,517"
04.08.2020 01:00,04.08.2020 02:00,"0,512"
04.08.2020 02:00,04.08.2020 03:00,"0,513"
04.08.2020 03:00,04.08.2020 04:00,"0,355"
04.08.2020 04:00,04.08.2020 05:00,"0,537"
04.08.2020 05:00,04.08.2020 06:00,"0,538"
04.08.2020 06:00,04.08.2020 07:00,"0,353"
04.08.2020 07:00,04.08.2020 08:00,"0,529"
04.08.2020 08:00,04.08.2020 09:00,"0,532"
04.08.2020 09:00,04.08.2020 10:00,"0,626"
04.08.2020 10:00,04.08.2020 11:00,"1,472"
04.08.2020 11:00,04.08.2020 12:00,"2,876"
04.08.2020 12:00,04.08.2020 13:00,"2,917"
04.08.2020 13:00,04.08.2020 14:00,"2,385"
04.08.2020 14:00,04.08.2020 15:00,"2,181"
04.08.2020 15:00,04.08.2020 16:00,"0,87"
04.08.2020 16:00,04.08.2020 17:00,"0,185"
04.08.2020 17:00,04.08.2020 18:00,"0,164"
04.08.2020 18:00,04.08.2020 19:00,"1,767"
04.08.2020 19:00,04.08.2020 20:00,"0,219"
04.08.2020 20:00,04.08.2020 21:00,"1,672"
04.08.2020 21:00,04.08.2020 22:00,"0,701"
04.08.2020 22:00,04.08.2020 23:00,"0,46"
04.08.2020 23:00,05.08.2020 00:00,"0,375"
05.08.2020 00:00,05.08.2020 01:00,"0,594"
05.08.2020 01:00,05.08.2020 02:00,"0,317"
05.08.2020 02:00,05.08.2020 03:00,"0,356"
05.08.2020 03:00,05.08.2020 04:00,"0,921"
05.08.2020 04:00,05.08.2020 05:00,"2,393"
05.08.2020 05:00,05.08.2020 06:00,"0,994"
05.08.2020 06:00,05.08.2020 07:00,"0,528"
05.08.2020 07:00,05.08.2020 08:00,"1,448"
05.08.2020 08:00,05.08.2020 09:00,"0,583"
05.08.2020 09:00,05.08.2020 10:00,"0,534"
05.08.2020 10:00,05.08.2020 11:00,"0,264"
05.08.2020 11:00,05.08.2020 12:00,"0,553"
05.08.2020 12:00,05.08.2020 13:00,"3,091"
05.08.2020 13:00,05.08.2020 14:00,"2,2"
05.08.2020 14:00,05.08.2020 15:00,"2,195"
05.08.2020 15:00,05.08.2020 16:00,"2,12"
05.08.2020 16:00,05.08.2020 17:00,"0,448"
05.08.2020 17:00,05.08.2020 18:00,"1,252"
05.08.2020 18:00,05.08.2020 19:00,"0,911"
05.08.2020 19:00,05.08.2020 20:00,"0,221"
05.08.2020 20:00,05.08.2020 21:00,"0,49"
05.08.2020 21:00,05.08.2020 22:00,"0,686"
05.08.2020 22:00,05.08.2020 23:00,"0,274"
05.08.2020 23:00,06.08.2020 00:00,"0,339"
06.08.2020 00:00,06.08.2020 01:00,"0,268"
06.08.2020 01:00,06.08.2020 02:00,"1,125"
06.08.2020 02:00,06.08.2020 03:00,"1,363"
06.08.2020 03:00,06.08.2020 04:00,"0,243"
06.08.2020 04:00,06.08.2020 05:00,"0,309"
