Fra,Til,KWH 60 Forbruk
01.05.2021 00:00,01.05.2021 01:00,"2,22"
01.05.2021 01:00,01.05.2021 02:00,"2,114"
01.05.2021 02:00,01.05.2021 03:00,"1,035"
01.05.2021 03:00,01.05.2021 04:00,"0,281"
01.05.2021 04:00,01.05.2021 05:00,"0,279"
01.05.2021 05:00,01.05.2021 06:00,"0,231"
01.05.2021 06:00,01.05.2021 07:00,"0,193"
01.05.2021 07:00,01.05.2021 08:00,"0,191"
01.05.2021 08:00,01.05.2021 09:00,"0,899"
01.05.2021 09:00,01.05.2021 10:00,"0,189"
01.05.2021 10:00,01.05.2021 11:00,"0,191"
01.05.2021 11:00,01.05.2021 12:00,"0,224"
01.05.2021 12:00,01.05.2021 13:00,"0,533"
01.05.2021 13:00,01.05.2021 14:00,"0,956"
01.05.2021 14:00,01.05.2021 15:00,"0,558"
01.05.2021 15:00,01.05.2021 16:00,"1,623"
01.05.2021 16:00,01.05.2021 17:00,"1,516"
01.05.2021 17:00,01.05.2021 18:00,"2,377"
01.05.2021 18:00,01.05.2021 19:00,"1,542"
01.05.2021 19:00,01.05.2021 20:00,"1,644"
01.05.2021 20:00,01.05.2021 21:00,"1,591"
01.05.2021 21:00,01.05.2021 22:00,"3,361"
01.05.2021 22:00,01.05.2021 23:00,"1,535"
01.05.2021 23:00,02.05.2021 00:00,"2,371"
02.05.2021 00:00,02.05.2021 01:00,"2,353"
02.05.2021 01:00,02.05.2021 02:00,"2,259"
02.05.2021 02:00,02.05.2021 03:00,"2,175"
02.05.2021 03:00,02.05.2021 04:00,"0,849"
02.05.2021 04:00,02.05.2021 05:00,"0,313"
02.05.2021 05:00,02.05.2021 06:00,"0,267"
02.05.2021 06:00,02.05.2021 07:00,"0,188"
02.05.2021 07:00,02.05.2021 08:00,"0,187"
02.05.2021 08:00,02.05.2021 09:00,"0,195"
02.05.2021 09:00,02.05.2021 10:00,"0,869"
02.05.2021 10:00,02.05.2021 11:00,"0,188"
02.05.2021 11:00,02.05.2021 12:00,"0,189"
02.05.2021 12:00,02.05.2021 13:00,"0,408"
02.05.2021 13:00,02.05.2021 14:00,"0,282"
02.05.2021 14:00,02.05.2021 15:00,"1,353"
02.05.2021 15:00,02.05.2021 16:00,"1,483"
02.05.2021 16:00,02.05.2021 17:00,"1,758"
02.05.2021 17:00,02.05.2021 18:00,"0,453"
02.05.2021 18:00,02.05.2021 19:00,"1,384"
02.05.2021 19:00,02.05.2021 20:00,"1,124"
02.05.2021 20:00,02.05.2021 21:00,"2,176"
