Fra,Til,KWH 60 Forbruk
01.12.2021 00:00,01.12.2021 01:00,"1,527"
01.12.2021 01:00,01.12.2021 02:00,"0,149"
01.12.2021 02:00,01.12.2021 03:00,"0,149"
01.12.2021 03:00,01.12.2021 04:00,"0,147"
01.12.2021 04:00,01.12.2021 05:00,"0,199"
01.12.2021 05:00,01.12.2021 06:00,"0,876"
01.12.2021 06:00,01.12.2021 07:00,"0,146"
01.12.2021 07:00,01.12.2021 08:00,"0,146"
01.12.2021 08:00,01.12.2021 09:00,"0,194"
01.12.2021 09:00,01.12.2021 10:00,"1,689"
01.12.2021 10:00,01.12.2021 11:00,"0,449"
01.12.2021 11:00,01.12.2021 12:00,"2,046"
01.12.2021 12:00,01.12.2021 13:00,"2,081"
01.12.2021 13:00,01.12.2021 14:00,"1,582"
01.12.2021 14:00,01.12.2021 15:00,"1,959"
01.12.2021 15:00,01.12.2021 16:00,"3,06"
01.12.2021 16:00,01.12.2021 17:00,"1,601"
01.12.2021 17:00,01.12.2021 18:00,"2,363"
01.12.2021 18:00,01.12.2021 19:00,"3,252"
01.12.2021 19:00,01.12.2021 20:00,"3,267"
01.12.2021 20:00,01.12.2021 21:00,"1,606"
01.12.2021 21:00,01.12.2021 22:00,"2,432"
01.12.2021 22:00,01.12.2021 23:00,"1,544"
01.12.2021 23:00,02.12.2021 00:00,"1,537"
02.12.2021 00:00,02.12.2021 01:00,"1,302"
02.12.2021 01:00,02.12.2021 02:00,"0,164"
02.12.2021 02:00,02.12.2021 03:00,"0,833"
02.12.2021 03:00,02.12.2021 04:00,"0,136"
02.12.2021 04:00,02.12.2021 05:00,"0,124"
02.12.2021 05:00,02.12.2021 06:00,"0,124"
02.12.2021 06:00,02.12.2021 07:00,"0,123"
02.12.2021 07:00,02.12.2021 08:00,"0,359"
02.12.2021 08:00,02.12.2021 09:00,"2,116"
02.12.2021 09:00,02.12.2021 10:00,"1,719"
02.12.2021 10:00,02.12.2021 11:00,"2,754"
02.12.2021 11:00,02.12.2021 12:00,"4,572"
02.12.2021 12:00,02.12.2021 13:00,"3,555"
02.12.2021 13:00,02.12.2021 14:00,"2,056"
02.12.2021 14:00,02.12.2021 15:00,"1,7"
02.12.2021 15:00,02.12.2021 16:00,"4,283"
02.12.2021 16:00,02.12.2021 17:00,"3,231"
02.12.2021 17:00,02.12.2021 18:00,"2,159"
02.12.2021 18:00,02.12.2021 19:00,"3,356"
02.12.2021 19:00,02.12.2021 20:00,"2,925"
02.12.2021 20:00,02.12.2021 21:00,"2,179"
02.12.2021 21:00,02.12.2021 22:00,"2,804"
02.12.2021 22:00,02.12.2021 23:00,"3,7"
02.12.2021 23:00,03.12.2021 00:00,"0,561"
03.12.2021 00:00,03.12.2021 01:00,"0,123"
03.12.2021 01:00,03.12.2021 02:00,"0,112"
03.12.2021 02:00,03.12.2021 03:00,"0,113"
03.12.2021 03:00,03.12.2021 04:00,"0,867"
03.12.2021 04:00,03.12.2021 05:00,"0,114"
03.12.2021 05:00,03.12.2021 06:00,"0,164"
03.12.2021 06:00,03.12.2021 07:00,"0,164"
03.12.2021 07:00,03.12.2021 08:00,"3,011"
03.12.2021 08:00,03.12.2021 09:00,"3,254"
03.12.2021 09:00,03.12.2021 10:00,"1,447"
03.12.2021 10:00,03.12.2021 11:00,"1,599"
03.12.2021 11:00,03.12.2021 12:00,"1,542"
03.12.2021 12:00,03.12.2021 13:00,"2,703"
03.12.2021 13:00,03.12.2021 14:00,"2,934"
03.12.2021 14:00,03.12.2021 15:00,"2,6"
03.12.2021 15:00,03.12.2021 16:00,"2,226"
03.12.2021 16:00,03.12.2021 17:00,"2,861"
03.12.2021 17:00,03.12.2021 18:00,"1,541"
03.12.2021 18:00,03.12.2021 19:00,"2,171"
03.12.2021 19:00,03.12.2021 20:00,"1,514"
03.12.2021 20:00,03.12.2021 21:00,"1,545"
03.12.2021 21:00,03.12.2021 22:00,"2,196"
03.12.2021 22:00,03.12.2021 23:00,"1,772"
03.12.2021 23:00,04.12.2021 00:00,"2,311"
04.12.2021 00:00,04.12.2021 01:00,"1,787"
