Fra,Til,KWH 60 Forbruk
01.10.2021 00:00,01.10.2021 01:00,"0,11"
01.10.2021 01:00,01.10.2021 02:00,"0,119"
01.10.2021 02:00,01.10.2021 03:00,"0,85"
01.10.2021 03:00,01.10.2021 04:00,"0,108"
01.10.2021 04:00,01.10.2021 05:00,"0,113"
01.10.2021 05:00,01.10.2021 06:00,"0,115"
01.10.2021 06:00,01.10.2021 07:00,"0,109"
01.10.2021 07:00,01.10.2021 08:00,"0,109"
01.10.2021 08:00,01.10.2021 09:00,"1,186"
01.10.2021 09:00,01.10.2021 10:00,"0,207"
01.10.2021 10:00,01.10.2021 11:00,"0,722"
01.10.2021 11:00,01.10.2021 12:00,"0,217"
01.10.2021 12:00,01.10.2021 13:00,"1,437"
01.10.2021 13:00,01.10.2021 14:00,"0,227"
01.10.2021 14:00,01.10.2021 15:00,"1,677"
01.10.2021 15:00,01.10.2021 16:00,"2,008"
01.10.2021 16:00,01.10.2021 17:00,"1,978"
01.10.2021 17:00,01.10.2021 18:00,"2,023"
01.10.2021 18:00,01.10.2021 19:00,"1,215"
01.10.2021 19:00,01.10.2021 20:00,"0,126"
01.10.2021 20:00,01.10.2021 21:00,"0,221"
01.10.2021 21:00,01.10.2021 22:00,"1,397"
01.10.2021 22:00,01.10.2021 23:00,"0,322"
01.10.2021 23:00,02.10.2021 00:00,"0,281"
02.10.2021 00:00,02.10.2021 01:00,"0,286"
02.10.2021 01:00,02.10.2021 02:00,"0,565"
02.10.2021 02:00,02.10.2021 03:00,"0,989"
02.10.2021 03:00,02.10.2021 04:00,"0,137"
02.10.2021 04:00,02.10.2021 05:00,"0,121"
02.10.2021 05:00,02.10.2021 06:00,"0,122"
02.10.2021 06:00,02.10.2021 07:00,"0,116"
02.10.2021 07:00,02.10.2021 08:00,"0,865"
02.10.2021 08:00,02.10.2021 09:00,"0,113"
02.10.2021 09:00,02.10.2021 10:00,"0,149"
02.10.2021 10:00,02.10.2021 11:00,"0,132"
02.10.2021 11:00,02.10.2021 12:00,"0,13"
02.10.2021 12:00,02.10.2021 13:00,"0,38"
02.10.2021 13:00,02.10.2021 14:00,"1,918"
02.10.2021 14:00,02.10.2021 15:00,"2,125"
02.10.2021 15:00,02.10.2021 16:00,"1,177"
02.10.2021 16:00,02.10.2021 17:00,"0,924"
02.10.2021 17:00,02.10.2021 18:00,"0,463"
02.10.2021 18:00,02.10.2021 19:00,"1,122"
02.10.2021 19:00,02.10.2021 20:00,"0,624"
02.10.2021 20:00,02.10.2021 21:00,"1,764"
02.10.2021 21:00,02.10.2021 22:00,"1,175"
02.10.2021 22:00,02.10.2021 23:00,"0,346"
02.10.2021 23:00,03.10.2021 00:00,"0,352"
03.10.2021 00:00,03.10.2021 01:00,"1,456"
03.10.2021 01:00,03.10.2021 02:00,"0,438"
03.10.2021 02:00,03.10.2021 03:00,"0,222"
03.10.2021 03:00,03.10.2021 04:00,"0,18"
03.10.2021 04:00,03.10.2021 05:00,"0,127"
03.10.2021 05:00,03.10.2021 06:00,"0,11"
03.10.2021 06:00,03.10.2021 07:00,"0,826"
03.10.2021 07:00,03.10.2021 08:00,"0,114"
03.10.2021 08:00,03.10.2021 09:00,"0,282"
03.10.2021 09:00,03.10.2021 10:00,"0,192"
03.10.2021 10:00,03.10.2021 11:00,"0,201"
03.10.2021 11:00,03.10.2021 12:00,"2,247"
03.10.2021 12:00,03.10.2021 13:00,"0,955"
03.10.2021 13:00,03.10.2021 14:00,"0,396"
03.10.2021 14:00,03.10.2021 15:00,"0,244"
03.10.2021 15:00,03.10.2021 16:00,"0,221"
03.10.2021 16:00,03.10.2021 17:00,"1,777"
03.10.2021 17:00,03.10.2021 18:00,"0,922"
03.10.2021 18:00,03.10.2021 19:00,"0,472"
03.10.2021 19:00,03.10.2021 20:00,"1,179"
03.10.2021 20:00,03.10.2021 21:00,"0,32"
03.10.2021 21:00,03.10.2021 22:00,"0,25"
03.10.2021 22:00,03.10.2021 23:00,"1,2"
03.10.2021 23:00,04.10.2021 00:00,"0,138"
04.10.2021 00:00,04.10.2021 01:00,"0,138"
04.10.2021 01:00,04.10.2021 02:00,"0,121"
04.10.2021 02:00,04.10.2021 03:00,"0,113"
04.10.2021 03:00,04.10.2021 04:00,"0,53"
04.10.2021 04:00,04.10.2021 05:00,"0,408"
04.10.2021 05:00,04.10.2021 06:00,"0,108"
04.10.2021 06:00,04.10.2021 07:00,"0,122"
04.10.2021 07:00,04.10.2021 08:00,"2,039"
04.10.2021 08:00,04.10.2021 09:00,"2,017"
04.10.2021 09:00,04.10.2021 10:00,"2,014"
04.10.2021 10:00,04.10.2021 11:00,"1,117"
04.10.2021 11:00,04.10.2021 12:00,"1,618"
04.10.2021 12:00,04.10.2021 13:00,"2,469"
04.10.2021 13:00,04.10.2021 14:00,"0,966"
04.10.2021 14:00,04.10.2021 15:00,"0,238"
04.10.2021 15:00,04.10.2021 16:00,"1,056"
04.10.2021 16:00,04.10.2021 17:00,"0,227"
04.10.2021 17:00,04.10.2021 18:00,"2,289"
04.10.2021 18:00,04.10.2021 19:00,"0,7"
04.10.2021 19:00,04.10.2021 20:00,"0,359"
04.10.2021 20:00,04.10.2021 21:00,"1,647"
04.10.2021 21:00,04.10.2021 22:00,"0,316"
04.10.2021 22:00,04.10.2021 23:00,"0,004"
04.10.2021 23:00,05.10.2021 00:00,0
05.10.2021 00:00,05.10.2021 01:00,0
05.10.2021 01:00,05.10.2021 02:00,0
05.10.2021 02:00,05.10.2021 03:00,0
05.10.2021 03:00,05.10.2021 04:00,0
05.10.2021 04:00,05.10.2021 05:00,"0,898"
05.10.2021 05:00,05.10.2021 06:00,"0,377"
05.10.2021 06:00,05.10.2021 07:00,"0,061"
05.10.2021 07:00,05.10.2021 08:00,"0,127"
05.10.2021 08:00,05.10.2021 09:00,"1,638"
05.10.2021 09:00,05.10.2021 10:00,"0,257"
05.10.2021 10:00,05.10.2021 11:00,"0,276"
05.10.2021 11:00,05.10.2021 12:00,"0,385"
05.10.2021 12:00,05.10.2021 13:00,"1,024"
05.10.2021 13:00,05.10.2021 14:00,"1,372"
05.10.2021 14:00,05.10.2021 15:00,"0,792"
05.10.2021 15:00,05.10.2021 16:00,"0,789"
05.10.2021 16:00,05.10.2021 17:00,"0,805"
05.10.2021 17:00,05.10.2021 18:00,"0,279"
05.10.2021 18:00,05.10.2021 19:00,"1,314"
05.10.2021 19:00,05.10.2021 20:00,"0,289"
05.10.2021 20:00,05.10.2021 21:00,"0,759"
05.10.2021 21:00,05.10.2021 22:00,"1,75"
05.10.2021 22:00,05.10.2021 23:00,"0,312"
05.10.2021 23:00,06.10.2021 00:00,"1,689"
06.10.2021 00:00,06.10.2021 01:00,"2,036"
06.10.2021 01:00,06.10.2021 02:00,"1,335"
06.10.2021 02:00,06.10.2021 03:00,"0,119"
06.10.2021 03:00,06.10.2021 04:00,"0,11"
06.10.2021 04:00,06.10.2021 05:00,"0,118"
06.10.2021 05:00,06.10.2021 06:00,"0,109"
06.10.2021 06:00,06.10.2021 07:00,"0,735"
06.10.2021 07:00,06.10.2021 08:00,"0,314"
06.10.2021 08:00,06.10.2021 09:00,"0,246"
06.10.2021 09:00,06.10.2021 10:00,"0,24"
06.10.2021 10:00,06.10.2021 11:00,"0,444"
06.10.2021 11:00,06.10.2021 12:00,"0,683"
06.10.2021 12:00,06.10.2021 13:00,"0,331"
06.10.2021 13:00,06.10.2021 14:00,"0,997"
06.10.2021 14:00,06.10.2021 15:00,"0,271"
06.10.2021 15:00,06.10.2021 16:00,"0,179"
06.10.2021 16:00,06.10.2021 17:00,"0,206"
06.10.2021 17:00,06.10.2021 18:00,"0,282"
06.10.2021 18:00,06.10.2021 19:00,"2,283"
06.10.2021 19:00,06.10.2021 20:00,"0,32"
06.10.2021 20:00,06.10.2021 21:00,"1,727"
06.10.2021 21:00,06.10.2021 22:00,"2,766"
06.10.2021 22:00,06.10.2021 23:00,"0,838"
06.10.2021 23:00,07.10.2021 00:00,"1,936"
07.10.2021 00:00,07.10.2021 01:00,"2,077"
07.10.2021 01:00,07.10.2021 02:00,"1,366"
07.10.2021 02:00,07.10.2021 03:00,"0,112"
07.10.2021 03:00,07.10.2021 04:00,"0,108"
07.10.2021 04:00,07.10.2021 05:00,"0,109"
07.10.2021 05:00,07.10.2021 06:00,"0,113"
07.10.2021 06:00,07.10.2021 07:00,"0,106"
07.10.2021 07:00,07.10.2021 08:00,"0,826"
07.10.2021 08:00,07.10.2021 09:00,"0,112"
07.10.2021 09:00,07.10.2021 10:00,"0,248"
07.10.2021 10:00,07.10.2021 11:00,"0,16"
07.10.2021 11:00,07.10.2021 12:00,"1,244"
07.10.2021 12:00,07.10.2021 13:00,"1,995"
07.10.2021 13:00,07.10.2021 14:00,"1,991"
07.10.2021 14:00,07.10.2021 15:00,"2,012"
07.10.2021 15:00,07.10.2021 16:00,"1,496"
07.10.2021 16:00,07.10.2021 17:00,"0,125"
07.10.2021 17:00,07.10.2021 18:00,"1,551"
07.10.2021 18:00,07.10.2021 19:00,"1,3"
07.10.2021 19:00,07.10.2021 20:00,"1,024"
07.10.2021 20:00,07.10.2021 21:00,"1,608"
07.10.2021 21:00,07.10.2021 22:00,"0,795"
07.10.2021 22:00,07.10.2021 23:00,"0,4"
07.10.2021 23:00,08.10.2021 00:00,"1,564"
08.10.2021 00:00,08.10.2021 01:00,"1,824"
08.10.2021 01:00,08.10.2021 02:00,"1,962"
08.10.2021 02:00,08.10.2021 03:00,"0,181"
08.10.2021 03:00,08.10.2021 04:00,"0,131"
08.10.2021 04:00,08.10.2021 05:00,"0,106"
08.10.2021 05:00,08.10.2021 06:00,"0,105"
08.10.2021 06:00,08.10.2021 07:00,"0,84"
08.10.2021 07:00,08.10.2021 08:00,"1,425"
08.10.2021 08:00,08.10.2021 09:00,"2,191"
08.10.2021 09:00,08.10.2021 10:00,"2,059"
08.10.2021 10:00,08.10.2021 11:00,"0,981"
08.10.2021 11:00,08.10.2021 12:00,"0,799"
08.10.2021 12:00,08.10.2021 13:00,"1,603"
08.10.2021 13:00,08.10.2021 14:00,"0,468"
08.10.2021 14:00,08.10.2021 15:00,"0,245"
08.10.2021 15:00,08.10.2021 16:00,"0,664"
08.10.2021 16:00,08.10.2021 17:00,"0,607"
08.10.2021 17:00,08.10.2021 18:00,"0,295"
08.10.2021 18:00,08.10.2021 19:00,"0,257"
08.10.2021 19:00,08.10.2021 20:00,"0,811"
08.10.2021 20:00,08.10.2021 21:00,"0,917"
08.10.2021 21:00,08.10.2021 22:00,"0,379"
08.10.2021 22:00,08.10.2021 23:00,"0,267"
08.10.2021 23:00,09.10.2021 00:00,"1,233"
09.10.2021 00:00,09.10.2021 01:00,"2,17"
09.10.2021 01:00,09.10.2021 02:00,"2,148"
09.10.2021 02:00,09.10.2021 03:00,"1,862"
09.10.2021 03:00,09.10.2021 04:00,"0,163"
09.10.2021 04:00,09.10.2021 05:00,"0,12"
09.10.2021 05:00,09.10.2021 06:00,"0,106"
09.10.2021 06:00,09.10.2021 07:00,"0,536"
09.10.2021 07:00,09.10.2021 08:00,"0,705"
09.10.2021 08:00,09.10.2021 09:00,"1,439"
09.10.2021 09:00,09.10.2021 10:00,"0,14"
09.10.2021 10:00,09.10.2021 11:00,"0,135"
09.10.2021 11:00,09.10.2021 12:00,"0,133"
09.10.2021 12:00,09.10.2021 13:00,"1,284"
09.10.2021 13:00,09.10.2021 14:00,"0,371"
09.10.2021 14:00,09.10.2021 15:00,"0,266"
09.10.2021 15:00,09.10.2021 16:00,"1,133"
09.10.2021 16:00,09.10.2021 17:00,"0,226"
09.10.2021 17:00,09.10.2021 18:00,"1,155"
09.10.2021 18:00,09.10.2021 19:00,"0,418"
09.10.2021 19:00,09.10.2021 20:00,"0,285"
09.10.2021 20:00,09.10.2021 21:00,"1,613"
09.10.2021 21:00,09.10.2021 22:00,"0,978"
09.10.2021 22:00,09.10.2021 23:00,"0,395"
09.10.2021 23:00,10.10.2021 00:00,"0,325"
10.10.2021 00:00,10.10.2021 01:00,"0,454"
10.10.2021 01:00,10.10.2021 02:00,"1,111"
10.10.2021 02:00,10.10.2021 03:00,"0,223"
10.10.2021 03:00,10.10.2021 04:00,"0,183"
10.10.2021 04:00,10.10.2021 05:00,"0,416"
10.10.2021 05:00,10.10.2021 06:00,"0,616"
10.10.2021 06:00,10.10.2021 07:00,"0,116"
10.10.2021 07:00,10.10.2021 08:00,"0,107"
10.10.2021 08:00,10.10.2021 09:00,"0,156"
10.10.2021 09:00,10.10.2021 10:00,"1,646"
10.10.2021 10:00,10.10.2021 11:00,"0,743"
10.10.2021 11:00,10.10.2021 12:00,"1,925"
10.10.2021 12:00,10.10.2021 13:00,"0,383"
10.10.2021 13:00,10.10.2021 14:00,"0,249"
10.10.2021 14:00,10.10.2021 15:00,"1,063"
10.10.2021 15:00,10.10.2021 16:00,"0,696"
10.10.2021 16:00,10.10.2021 17:00,"1,179"
10.10.2021 17:00,10.10.2021 18:00,"1,547"
10.10.2021 18:00,10.10.2021 19:00,"0,798"
10.10.2021 19:00,10.10.2021 20:00,"1,08"
10.10.2021 20:00,10.10.2021 21:00,"1,823"
10.10.2021 21:00,10.10.2021 22:00,"0,733"
10.10.2021 22:00,10.10.2021 23:00,"0,328"
10.10.2021 23:00,11.10.2021 00:00,"0,284"
11.10.2021 00:00,11.10.2021 01:00,"1,076"
11.10.2021 01:00,11.10.2021 02:00,"0,214"
11.10.2021 02:00,11.10.2021 03:00,"0,167"
11.10.2021 03:00,11.10.2021 04:00,"0,108"
11.10.2021 04:00,11.10.2021 05:00,"0,113"
11.10.2021 05:00,11.10.2021 06:00,"0,836"
11.10.2021 06:00,11.10.2021 07:00,"0,103"
11.10.2021 07:00,11.10.2021 08:00,"0,102"
11.10.2021 08:00,11.10.2021 09:00,"1,073"
11.10.2021 09:00,11.10.2021 10:00,"2,212"
11.10.2021 10:00,11.10.2021 11:00,"0,145"
11.10.2021 11:00,11.10.2021 12:00,"1,591"
11.10.2021 12:00,11.10.2021 13:00,"2,014"
11.10.2021 13:00,11.10.2021 14:00,"1,998"
11.10.2021 14:00,11.10.2021 15:00,"0,823"
11.10.2021 15:00,11.10.2021 16:00,"0,612"
11.10.2021 16:00,11.10.2021 17:00,"1,367"
11.10.2021 17:00,11.10.2021 18:00,"2,166"
11.10.2021 18:00,11.10.2021 19:00,"1,102"
11.10.2021 19:00,11.10.2021 20:00,"1,524"
