Fra,Til,KWH 60 Forbruk
01.07.2019 00:00,01.07.2019 01:00,"0,393"
01.07.2019 01:00,01.07.2019 02:00,"0,387"
01.07.2019 02:00,01.07.2019 03:00,"0,581"
01.07.2019 03:00,01.07.2019 04:00,"0,841"
01.07.2019 04:00,01.07.2019 05:00,"0,181"
01.07.2019 05:00,01.07.2019 06:00,"0,172"
01.07.2019 06:00,01.07.2019 07:00,"0,218"
01.07.2019 07:00,01.07.2019 08:00,"0,18"
01.07.2019 08:00,01.07.2019 09:00,"0,878"
01.07.2019 09:00,01.07.2019 10:00,"1,66"
01.07.2019 10:00,01.07.2019 11:00,"1,911"
01.07.2019 11:00,01.07.2019 12:00,"0,385"
01.07.2019 12:00,01.07.2019 13:00,"0,819"
01.07.2019 13:00,01.07.2019 14:00,"1,481"
01.07.2019 14:00,01.07.2019 15:00,"0,839"
01.07.2019 15:00,01.07.2019 16:00,"1,611"
01.07.2019 16:00,01.07.2019 17:00,"1,249"
01.07.2019 17:00,01.07.2019 18:00,"0,522"
01.07.2019 18:00,01.07.2019 19:00,"0,431"
01.07.2019 19:00,01.07.2019 20:00,"2,877"
01.07.2019 20:00,01.07.2019 21:00,"1,068"
01.07.2019 21:00,01.07.2019 22:00,"1,633"
01.07.2019 22:00,01.07.2019 23:00,"2,118"
01.07.2019 23:00,02.07.2019 00:00,"1,465"
02.07.2019 00:00,02.07.2019 01:00,"1,956"
02.07.2019 01:00,02.07.2019 02:00,"0,199"
02.07.2019 02:00,02.07.2019 03:00,"0,193"
02.07.2019 03:00,02.07.2019 04:00,"0,206"
02.07.2019 04:00,02.07.2019 05:00,"0,176"
02.07.2019 05:00,02.07.2019 06:00,"0,758"
02.07.2019 06:00,02.07.2019 07:00,"0,34"
02.07.2019 07:00,02.07.2019 08:00,"0,179"
02.07.2019 08:00,02.07.2019 09:00,"0,167"
02.07.2019 09:00,02.07.2019 10:00,"0,227"
02.07.2019 10:00,02.07.2019 11:00,"2,296"
02.07.2019 11:00,02.07.2019 12:00,"3,939"
02.07.2019 12:00,02.07.2019 13:00,"4,228"
02.07.2019 13:00,02.07.2019 14:00,"1,946"
02.07.2019 14:00,02.07.2019 15:00,"1,203"
02.07.2019 15:00,02.07.2019 16:00,"0,292"
02.07.2019 16:00,02.07.2019 17:00,"1,095"
02.07.2019 17:00,02.07.2019 18:00,"2,163"
02.07.2019 18:00,02.07.2019 19:00,"0,62"
02.07.2019 19:00,02.07.2019 20:00,"0,286"
02.07.2019 20:00,02.07.2019 21:00,"0,295"
02.07.2019 21:00,02.07.2019 22:00,"0,287"
02.07.2019 22:00,02.07.2019 23:00,"0,867"
02.07.2019 23:00,03.07.2019 00:00,"0,278"
03.07.2019 00:00,03.07.2019 01:00,"1,445"
03.07.2019 01:00,03.07.2019 02:00,"0,187"
03.07.2019 02:00,03.07.2019 03:00,"0,178"
03.07.2019 03:00,03.07.2019 04:00,"0,167"
03.07.2019 04:00,03.07.2019 05:00,"0,904"
03.07.2019 05:00,03.07.2019 06:00,"0,198"
03.07.2019 06:00,03.07.2019 07:00,"0,172"
03.07.2019 07:00,03.07.2019 08:00,"0,23"
03.07.2019 08:00,03.07.2019 09:00,"1,296"
03.07.2019 09:00,03.07.2019 10:00,"2,265"
03.07.2019 10:00,03.07.2019 11:00,"0,585"
03.07.2019 11:00,03.07.2019 12:00,"0,263"
03.07.2019 12:00,03.07.2019 13:00,"0,27"
03.07.2019 13:00,03.07.2019 14:00,"0,29"
03.07.2019 14:00,03.07.2019 15:00,"0,962"
03.07.2019 15:00,03.07.2019 16:00,"0,296"
03.07.2019 16:00,03.07.2019 17:00,"0,298"
03.07.2019 17:00,03.07.2019 18:00,"2,553"
03.07.2019 18:00,03.07.2019 19:00,"0,451"
03.07.2019 19:00,03.07.2019 20:00,"1,236"
03.07.2019 20:00,03.07.2019 21:00,"1,474"
03.07.2019 21:00,03.07.2019 22:00,"1,681"
03.07.2019 22:00,03.07.2019 23:00,"2,25"
03.07.2019 23:00,04.07.2019 00:00,"1,319"
04.07.2019 00:00,04.07.2019 01:00,"1,655"
04.07.2019 01:00,04.07.2019 02:00,"2,942"
04.07.2019 02:00,04.07.2019 03:00,"2,441"
04.07.2019 03:00,04.07.2019 04:00,"1,507"
04.07.2019 04:00,04.07.2019 05:00,"1,577"
04.07.2019 05:00,04.07.2019 06:00,"0,301"
04.07.2019 06:00,04.07.2019 07:00,"0,172"
04.07.2019 07:00,04.07.2019 08:00,"0,888"
04.07.2019 08:00,04.07.2019 09:00,"0,166"
04.07.2019 09:00,04.07.2019 10:00,"0,575"
04.07.2019 10:00,04.07.2019 11:00,"0,935"
04.07.2019 11:00,04.07.2019 12:00,"2,155"
04.07.2019 12:00,04.07.2019 13:00,"2,196"
04.07.2019 13:00,04.07.2019 14:00,"2,194"
04.07.2019 14:00,04.07.2019 15:00,"1,002"
04.07.2019 15:00,04.07.2019 16:00,"0,534"
04.07.2019 16:00,04.07.2019 17:00,"3,102"
04.07.2019 17:00,04.07.2019 18:00,"0,346"
04.07.2019 18:00,04.07.2019 19:00,"0,543"
04.07.2019 19:00,04.07.2019 20:00,"0,335"
04.07.2019 20:00,04.07.2019 21:00,"0,495"
04.07.2019 21:00,04.07.2019 22:00,"1,089"
04.07.2019 22:00,04.07.2019 23:00,"0,285"
04.07.2019 23:00,05.07.2019 00:00,"0,366"
05.07.2019 00:00,05.07.2019 01:00,"2,149"
05.07.2019 01:00,05.07.2019 02:00,"0,646"
05.07.2019 02:00,05.07.2019 03:00,"0,182"
05.07.2019 03:00,05.07.2019 04:00,"0,17"
05.07.2019 04:00,05.07.2019 05:00,"0,232"
05.07.2019 05:00,05.07.2019 06:00,"1,088"
05.07.2019 06:00,05.07.2019 07:00,"0,294"
05.07.2019 07:00,05.07.2019 08:00,"1,08"
05.07.2019 08:00,05.07.2019 09:00,"1,48"
05.07.2019 09:00,05.07.2019 10:00,"1,156"
05.07.2019 10:00,05.07.2019 11:00,"0,741"
05.07.2019 11:00,05.07.2019 12:00,"2,428"
05.07.2019 12:00,05.07.2019 13:00,"2,482"
05.07.2019 13:00,05.07.2019 14:00,"0,53"
05.07.2019 14:00,05.07.2019 15:00,"0,331"
05.07.2019 15:00,05.07.2019 16:00,"1,309"
05.07.2019 16:00,05.07.2019 17:00,"1,574"
05.07.2019 17:00,05.07.2019 18:00,"1,023"
05.07.2019 18:00,05.07.2019 19:00,"0,266"
05.07.2019 19:00,05.07.2019 20:00,"0,265"
05.07.2019 20:00,05.07.2019 21:00,"0,259"
05.07.2019 21:00,05.07.2019 22:00,"0,973"
05.07.2019 22:00,05.07.2019 23:00,"0,233"
05.07.2019 23:00,06.07.2019 00:00,"0,249"
06.07.2019 00:00,06.07.2019 01:00,"0,303"
06.07.2019 01:00,06.07.2019 02:00,"0,276"
06.07.2019 02:00,06.07.2019 03:00,"1,195"
06.07.2019 03:00,06.07.2019 04:00,"0,349"
06.07.2019 04:00,06.07.2019 05:00,"0,4"
06.07.2019 05:00,06.07.2019 06:00,"0,372"
06.07.2019 06:00,06.07.2019 07:00,"0,413"
06.07.2019 07:00,06.07.2019 08:00,"1,026"
06.07.2019 08:00,06.07.2019 09:00,"2,173"
06.07.2019 09:00,06.07.2019 10:00,"0,894"
06.07.2019 10:00,06.07.2019 11:00,"0,332"
06.07.2019 11:00,06.07.2019 12:00,"0,453"
06.07.2019 12:00,06.07.2019 13:00,"1,963"
06.07.2019 13:00,06.07.2019 14:00,"0,751"
06.07.2019 14:00,06.07.2019 15:00,"0,369"
06.07.2019 15:00,06.07.2019 16:00,"0,373"
06.07.2019 16:00,06.07.2019 17:00,"0,326"
06.07.2019 17:00,06.07.2019 18:00,"0,323"
06.07.2019 18:00,06.07.2019 19:00,"0,979"
06.07.2019 19:00,06.07.2019 20:00,"0,598"
06.07.2019 20:00,06.07.2019 21:00,"0,674"
06.07.2019 21:00,06.07.2019 22:00,"0,523"
06.07.2019 22:00,06.07.2019 23:00,"0,338"
06.07.2019 23:00,07.07.2019 00:00,"1,126"
07.07.2019 00:00,07.07.2019 01:00,"0,325"
07.07.2019 01:00,07.07.2019 02:00,"0,265"
07.07.2019 02:00,07.07.2019 03:00,"0,24"
07.07.2019 03:00,07.07.2019 04:00,"0,238"
07.07.2019 04:00,07.07.2019 05:00,"1,018"
07.07.2019 05:00,07.07.2019 06:00,"0,289"
07.07.2019 06:00,07.07.2019 07:00,"0,277"
07.07.2019 07:00,07.07.2019 08:00,"0,281"
07.07.2019 08:00,07.07.2019 09:00,"0,276"
07.07.2019 09:00,07.07.2019 10:00,"1,402"
07.07.2019 10:00,07.07.2019 11:00,"2,872"
07.07.2019 11:00,07.07.2019 12:00,"2,964"
07.07.2019 12:00,07.07.2019 13:00,"0,653"
07.07.2019 13:00,07.07.2019 14:00,"0,713"
07.07.2019 14:00,07.07.2019 15:00,"1,553"
07.07.2019 15:00,07.07.2019 16:00,"2,18"
07.07.2019 16:00,07.07.2019 17:00,"1,888"
07.07.2019 17:00,07.07.2019 18:00,"2,363"
07.07.2019 18:00,07.07.2019 19:00,"3,817"
07.07.2019 19:00,07.07.2019 20:00,"2,303"
07.07.2019 20:00,07.07.2019 21:00,"2,772"
07.07.2019 21:00,07.07.2019 22:00,"0,872"
07.07.2019 22:00,07.07.2019 23:00,"0,257"
07.07.2019 23:00,08.07.2019 00:00,"0,214"
08.07.2019 00:00,08.07.2019 01:00,"0,21"
08.07.2019 01:00,08.07.2019 02:00,"0,207"
08.07.2019 02:00,08.07.2019 03:00,"0,956"
08.07.2019 03:00,08.07.2019 04:00,"0,199"
08.07.2019 04:00,08.07.2019 05:00,"0,199"
08.07.2019 05:00,08.07.2019 06:00,"0,203"
08.07.2019 06:00,08.07.2019 07:00,"0,255"
08.07.2019 07:00,08.07.2019 08:00,"0,467"
08.07.2019 08:00,08.07.2019 09:00,"1,426"
08.07.2019 09:00,08.07.2019 10:00,"2,269"
08.07.2019 10:00,08.07.2019 11:00,"0,383"
