Fra,Til,KWH 60 Forbruk
01.10.2019 00:00,01.10.2019 01:00,"1,706"
01.10.2019 01:00,01.10.2019 02:00,"1,712"
01.10.2019 02:00,01.10.2019 03:00,"1,545"
01.10.2019 03:00,01.10.2019 04:00,"1,723"
01.10.2019 04:00,01.10.2019 05:00,"1,722"
01.10.2019 05:00,01.10.2019 06:00,"1,688"
01.10.2019 06:00,01.10.2019 07:00,"1,467"
01.10.2019 07:00,01.10.2019 08:00,"1,888"
01.10.2019 08:00,01.10.2019 09:00,"1,709"
01.10.2019 09:00,01.10.2019 10:00,"0,506"
01.10.2019 10:00,01.10.2019 11:00,"0,304"
01.10.2019 11:00,01.10.2019 12:00,"0,191"
01.10.2019 12:00,01.10.2019 13:00,"0,237"
01.10.2019 13:00,01.10.2019 14:00,"0,304"
01.10.2019 14:00,01.10.2019 15:00,"0,945"
01.10.2019 15:00,01.10.2019 16:00,"2,103"
01.10.2019 16:00,01.10.2019 17:00,"2,526"
01.10.2019 17:00,01.10.2019 18:00,"2,183"
01.10.2019 18:00,01.10.2019 19:00,"2,132"
01.10.2019 19:00,01.10.2019 20:00,"2,157"
01.10.2019 20:00,01.10.2019 21:00,"2,245"
01.10.2019 21:00,01.10.2019 22:00,"2,274"
01.10.2019 22:00,01.10.2019 23:00,"1,56"
01.10.2019 23:00,02.10.2019 00:00,"2,636"
02.10.2019 00:00,02.10.2019 01:00,"2,475"
02.10.2019 01:00,02.10.2019 02:00,"1,652"
02.10.2019 02:00,02.10.2019 03:00,"1,857"
02.10.2019 03:00,02.10.2019 04:00,"1,802"
02.10.2019 04:00,02.10.2019 05:00,"1,706"
02.10.2019 05:00,02.10.2019 06:00,"1,62"
02.10.2019 06:00,02.10.2019 07:00,"1,763"
02.10.2019 07:00,02.10.2019 08:00,"1,734"
02.10.2019 08:00,02.10.2019 09:00,"1,583"
02.10.2019 09:00,02.10.2019 10:00,"1,717"
02.10.2019 10:00,02.10.2019 11:00,"1,608"
02.10.2019 11:00,02.10.2019 12:00,"0,351"
02.10.2019 12:00,02.10.2019 13:00,"0,517"
02.10.2019 13:00,02.10.2019 14:00,"0,504"
02.10.2019 14:00,02.10.2019 15:00,"0,237"
02.10.2019 15:00,02.10.2019 16:00,"0,446"
02.10.2019 16:00,02.10.2019 17:00,"0,243"
02.10.2019 17:00,02.10.2019 18:00,"0,406"
02.10.2019 18:00,02.10.2019 19:00,"0,393"
02.10.2019 19:00,02.10.2019 20:00,"0,23"
02.10.2019 20:00,02.10.2019 21:00,"0,386"
02.10.2019 21:00,02.10.2019 22:00,"0,947"
02.10.2019 22:00,02.10.2019 23:00,"1,335"
02.10.2019 23:00,03.10.2019 00:00,"0,442"
03.10.2019 00:00,03.10.2019 01:00,"0,365"
03.10.2019 01:00,03.10.2019 02:00,"0,282"
03.10.2019 02:00,03.10.2019 03:00,"1,382"
03.10.2019 03:00,03.10.2019 04:00,"0,606"
03.10.2019 04:00,03.10.2019 05:00,"0,329"
03.10.2019 05:00,03.10.2019 06:00,"1,034"
03.10.2019 06:00,03.10.2019 07:00,"1,029"
03.10.2019 07:00,03.10.2019 08:00,"0,381"
03.10.2019 08:00,03.10.2019 09:00,"2,107"
03.10.2019 09:00,03.10.2019 10:00,"2,835"
03.10.2019 10:00,03.10.2019 11:00,"1,619"
03.10.2019 11:00,03.10.2019 12:00,"1,516"
03.10.2019 12:00,03.10.2019 13:00,"1,514"
03.10.2019 13:00,03.10.2019 14:00,"1,522"
03.10.2019 14:00,03.10.2019 15:00,"0,633"
03.10.2019 15:00,03.10.2019 16:00,"0,357"
03.10.2019 16:00,03.10.2019 17:00,"0,347"
03.10.2019 17:00,03.10.2019 18:00,"0,51"
03.10.2019 18:00,03.10.2019 19:00,"0,272"
03.10.2019 19:00,03.10.2019 20:00,"0,38"
03.10.2019 20:00,03.10.2019 21:00,"0,259"
03.10.2019 21:00,03.10.2019 22:00,"0,346"
03.10.2019 22:00,03.10.2019 23:00,"2,032"
03.10.2019 23:00,04.10.2019 00:00,"0,985"
04.10.2019 00:00,04.10.2019 01:00,"0,507"
04.10.2019 01:00,04.10.2019 02:00,"0,452"
04.10.2019 02:00,04.10.2019 03:00,"1,047"
04.10.2019 03:00,04.10.2019 04:00,"1,495"
04.10.2019 04:00,04.10.2019 05:00,"1,719"
