Fra,Til,KWH 60 Forbruk
01.06.2019 00:00,01.06.2019 01:00,"1,526"
01.06.2019 01:00,01.06.2019 02:00,"1,139"
01.06.2019 02:00,01.06.2019 03:00,"1,039"
01.06.2019 03:00,01.06.2019 04:00,"0,215"
01.06.2019 04:00,01.06.2019 05:00,"0,205"
01.06.2019 05:00,01.06.2019 06:00,"0,201"
01.06.2019 06:00,01.06.2019 07:00,"0,196"
01.06.2019 07:00,01.06.2019 08:00,"0,659"
01.06.2019 08:00,01.06.2019 09:00,"0,363"
01.06.2019 09:00,01.06.2019 10:00,"0,197"
01.06.2019 10:00,01.06.2019 11:00,"0,201"
01.06.2019 11:00,01.06.2019 12:00,"0,196"
01.06.2019 12:00,01.06.2019 13:00,"0,719"
01.06.2019 13:00,01.06.2019 14:00,"0,441"
01.06.2019 14:00,01.06.2019 15:00,"1,381"
01.06.2019 15:00,01.06.2019 16:00,"2,184"
01.06.2019 16:00,01.06.2019 17:00,"2,206"
01.06.2019 17:00,01.06.2019 18:00,"0,859"
01.06.2019 18:00,01.06.2019 19:00,"0,291"
01.06.2019 19:00,01.06.2019 20:00,"0,272"
01.06.2019 20:00,01.06.2019 21:00,"1,477"
01.06.2019 21:00,01.06.2019 22:00,"0,984"
01.06.2019 22:00,01.06.2019 23:00,"0,685"
01.06.2019 23:00,02.06.2019 00:00,"0,686"
02.06.2019 00:00,02.06.2019 01:00,"1,202"
02.06.2019 01:00,02.06.2019 02:00,"0,348"
02.06.2019 02:00,02.06.2019 03:00,"0,355"
02.06.2019 03:00,02.06.2019 04:00,"0,336"
02.06.2019 04:00,02.06.2019 05:00,"0,285"
02.06.2019 05:00,02.06.2019 06:00,"0,983"
02.06.2019 06:00,02.06.2019 07:00,"0,204"
02.06.2019 07:00,02.06.2019 08:00,"0,197"
02.06.2019 08:00,02.06.2019 09:00,"0,197"
02.06.2019 09:00,02.06.2019 10:00,"0,198"
02.06.2019 10:00,02.06.2019 11:00,"0,197"
02.06.2019 11:00,02.06.2019 12:00,"0,543"
02.06.2019 12:00,02.06.2019 13:00,"0,241"
02.06.2019 13:00,02.06.2019 14:00,"0,982"
02.06.2019 14:00,02.06.2019 15:00,"0,241"
02.06.2019 15:00,02.06.2019 16:00,"0,369"
02.06.2019 16:00,02.06.2019 17:00,"0,656"
02.06.2019 17:00,02.06.2019 18:00,"0,307"
02.06.2019 18:00,02.06.2019 19:00,"1,156"
02.06.2019 19:00,02.06.2019 20:00,"1,449"
02.06.2019 20:00,02.06.2019 21:00,"1,355"
02.06.2019 21:00,02.06.2019 22:00,"2,844"
02.06.2019 22:00,02.06.2019 23:00,"2,876"
02.06.2019 23:00,03.06.2019 00:00,"2,196"
03.06.2019 00:00,03.06.2019 01:00,"1,013"
03.06.2019 01:00,03.06.2019 02:00,"0,362"
