Fra,Til,KWH 60 Forbruk
01.02.2020 00:00,01.02.2020 01:00,"2,894"
01.02.2020 01:00,01.02.2020 02:00,"2,812"
01.02.2020 02:00,01.02.2020 03:00,"2,785"
01.02.2020 03:00,01.02.2020 04:00,"3,559"
01.02.2020 04:00,01.02.2020 05:00,"2,772"
01.02.2020 05:00,01.02.2020 06:00,"2,799"
01.02.2020 06:00,01.02.2020 07:00,"0,899"
01.02.2020 07:00,01.02.2020 08:00,"0,147"
01.02.2020 08:00,01.02.2020 09:00,"0,946"
01.02.2020 09:00,01.02.2020 10:00,"0,148"
01.02.2020 10:00,01.02.2020 11:00,"0,144"
01.02.2020 11:00,01.02.2020 12:00,"0,845"
01.02.2020 12:00,01.02.2020 13:00,"0,744"
01.02.2020 13:00,01.02.2020 14:00,"0,567"
01.02.2020 14:00,01.02.2020 15:00,"0,672"
01.02.2020 15:00,01.02.2020 16:00,"0,304"
01.02.2020 16:00,01.02.2020 17:00,"1,908"
01.02.2020 17:00,01.02.2020 18:00,"2,053"
01.02.2020 18:00,01.02.2020 19:00,"0,551"
01.02.2020 19:00,01.02.2020 20:00,"1,263"
01.02.2020 20:00,01.02.2020 21:00,"2,366"
01.02.2020 21:00,01.02.2020 22:00,"2,079"
01.02.2020 22:00,01.02.2020 23:00,"3,641"
01.02.2020 23:00,02.02.2020 00:00,"1,656"
02.02.2020 00:00,02.02.2020 01:00,"1,606"
02.02.2020 01:00,02.02.2020 02:00,"1,568"
02.02.2020 02:00,02.02.2020 03:00,"1,562"
02.02.2020 03:00,02.02.2020 04:00,"2,389"
02.02.2020 04:00,02.02.2020 05:00,"0,31"
02.02.2020 05:00,02.02.2020 06:00,"0,169"
02.02.2020 06:00,02.02.2020 07:00,"0,179"
02.02.2020 07:00,02.02.2020 08:00,"0,181"
02.02.2020 08:00,02.02.2020 09:00,"0,177"
02.02.2020 09:00,02.02.2020 10:00,"0,907"
02.02.2020 10:00,02.02.2020 11:00,"1,097"
02.02.2020 11:00,02.02.2020 12:00,"3,553"
02.02.2020 12:00,02.02.2020 13:00,"4,541"
02.02.2020 13:00,02.02.2020 14:00,"4,082"
02.02.2020 14:00,02.02.2020 15:00,"4,737"
02.02.2020 15:00,02.02.2020 16:00,"3,199"
02.02.2020 16:00,02.02.2020 17:00,"2,215"
02.02.2020 17:00,02.02.2020 18:00,"3,37"
02.02.2020 18:00,02.02.2020 19:00,"1,581"
02.02.2020 19:00,02.02.2020 20:00,"1,567"
02.02.2020 20:00,02.02.2020 21:00,"2,337"
02.02.2020 21:00,02.02.2020 22:00,"1,881"
02.02.2020 22:00,02.02.2020 23:00,"2,726"
02.02.2020 23:00,03.02.2020 00:00,"2,149"
03.02.2020 00:00,03.02.2020 01:00,"1,547"
03.02.2020 01:00,03.02.2020 02:00,"2,7"
03.02.2020 02:00,03.02.2020 03:00,"2,317"
03.02.2020 03:00,03.02.2020 04:00,"2,283"
03.02.2020 04:00,03.02.2020 05:00,"2,151"
03.02.2020 05:00,03.02.2020 06:00,"0,982"
03.02.2020 06:00,03.02.2020 07:00,"0,137"
03.02.2020 07:00,03.02.2020 08:00,"0,141"
03.02.2020 08:00,03.02.2020 09:00,"0,139"
03.02.2020 09:00,03.02.2020 10:00,"1,308"
03.02.2020 10:00,03.02.2020 11:00,"1,9"
03.02.2020 11:00,03.02.2020 12:00,"0,156"
03.02.2020 12:00,03.02.2020 13:00,"0,207"
03.02.2020 13:00,03.02.2020 14:00,"0,3"
03.02.2020 14:00,03.02.2020 15:00,"0,299"
03.02.2020 15:00,03.02.2020 16:00,"1,097"
03.02.2020 16:00,03.02.2020 17:00,"0,531"
03.02.2020 17:00,03.02.2020 18:00,"2,079"
03.02.2020 18:00,03.02.2020 19:00,"4,416"
03.02.2020 19:00,03.02.2020 20:00,"1,721"
03.02.2020 20:00,03.02.2020 21:00,"1,652"
03.02.2020 21:00,03.02.2020 22:00,"1,659"
03.02.2020 22:00,03.02.2020 23:00,"2,225"
03.02.2020 23:00,04.02.2020 00:00,"2,192"
04.02.2020 00:00,04.02.2020 01:00,"1,712"
04.02.2020 01:00,04.02.2020 02:00,"0,129"
04.02.2020 02:00,04.02.2020 03:00,"0,103"
04.02.2020 03:00,04.02.2020 04:00,"0,109"
04.02.2020 04:00,04.02.2020 05:00,"0,11"
04.02.2020 05:00,04.02.2020 06:00,"0,157"
04.02.2020 06:00,04.02.2020 07:00,"0,88"
04.02.2020 07:00,04.02.2020 08:00,"0,137"
04.02.2020 08:00,04.02.2020 09:00,"0,132"
04.02.2020 09:00,04.02.2020 10:00,"0,782"
04.02.2020 10:00,04.02.2020 11:00,"2,173"
04.02.2020 11:00,04.02.2020 12:00,"2,1"
04.02.2020 12:00,04.02.2020 13:00,"0,216"
04.02.2020 13:00,04.02.2020 14:00,"0,278"
04.02.2020 14:00,04.02.2020 15:00,"0,168"
04.02.2020 15:00,04.02.2020 16:00,"0,489"
04.02.2020 16:00,04.02.2020 17:00,"0,678"
04.02.2020 17:00,04.02.2020 18:00,"0,223"
04.02.2020 18:00,04.02.2020 19:00,"2,666"
04.02.2020 19:00,04.02.2020 20:00,"1,16"
04.02.2020 20:00,04.02.2020 21:00,"1,25"
04.02.2020 21:00,04.02.2020 22:00,"2,616"
04.02.2020 22:00,04.02.2020 23:00,"3,584"
04.02.2020 23:00,05.02.2020 00:00,"3,577"
05.02.2020 00:00,05.02.2020 01:00,"3,591"
05.02.2020 01:00,05.02.2020 02:00,"1,068"
05.02.2020 02:00,05.02.2020 03:00,"0,203"
05.02.2020 03:00,05.02.2020 04:00,"0,14"
05.02.2020 04:00,05.02.2020 05:00,"0,126"
05.02.2020 05:00,05.02.2020 06:00,"0,125"
05.02.2020 06:00,05.02.2020 07:00,"0,907"
05.02.2020 07:00,05.02.2020 08:00,"0,152"
05.02.2020 08:00,05.02.2020 09:00,"0,151"
05.02.2020 09:00,05.02.2020 10:00,"0,151"
05.02.2020 10:00,05.02.2020 11:00,"0,164"
05.02.2020 11:00,05.02.2020 12:00,"0,173"
05.02.2020 12:00,05.02.2020 13:00,"0,992"
05.02.2020 13:00,05.02.2020 14:00,"3,321"
05.02.2020 14:00,05.02.2020 15:00,"2,17"
05.02.2020 15:00,05.02.2020 16:00,"2,148"
05.02.2020 16:00,05.02.2020 17:00,"2,636"
05.02.2020 17:00,05.02.2020 18:00,"4,589"
05.02.2020 18:00,05.02.2020 19:00,"5,716"
05.02.2020 19:00,05.02.2020 20:00,"4,128"
05.02.2020 20:00,05.02.2020 21:00,3
05.02.2020 21:00,05.02.2020 22:00,"2,874"
05.02.2020 22:00,05.02.2020 23:00,"4,466"
05.02.2020 23:00,06.02.2020 00:00,"4,795"
06.02.2020 00:00,06.02.2020 01:00,"4,542"
06.02.2020 01:00,06.02.2020 02:00,"2,904"
06.02.2020 02:00,06.02.2020 03:00,"0,199"
06.02.2020 03:00,06.02.2020 04:00,"0,137"
06.02.2020 04:00,06.02.2020 05:00,"0,14"
06.02.2020 05:00,06.02.2020 06:00,"0,137"
06.02.2020 06:00,06.02.2020 07:00,"0,522"
06.02.2020 07:00,06.02.2020 08:00,"2,228"
06.02.2020 08:00,06.02.2020 09:00,"2,195"
06.02.2020 09:00,06.02.2020 10:00,"2,194"
