Fra,Til,KWH 60 Forbruk
01.05.2019 00:00,01.05.2019 01:00,"0,2"
01.05.2019 01:00,01.05.2019 02:00,"0,196"
01.05.2019 02:00,01.05.2019 03:00,"0,187"
01.05.2019 03:00,01.05.2019 04:00,"0,168"
01.05.2019 04:00,01.05.2019 05:00,"0,748"
01.05.2019 05:00,01.05.2019 06:00,"0,38"
01.05.2019 06:00,01.05.2019 07:00,"0,167"
01.05.2019 07:00,01.05.2019 08:00,"0,163"
01.05.2019 08:00,01.05.2019 09:00,"0,15"
01.05.2019 09:00,01.05.2019 10:00,"0,987"
01.05.2019 10:00,01.05.2019 11:00,"1,354"
01.05.2019 11:00,01.05.2019 12:00,"0,341"
01.05.2019 12:00,01.05.2019 13:00,"0,642"
01.05.2019 13:00,01.05.2019 14:00,"0,98"
01.05.2019 14:00,01.05.2019 15:00,"0,35"
01.05.2019 15:00,01.05.2019 16:00,"2,128"
01.05.2019 16:00,01.05.2019 17:00,"2,098"
01.05.2019 17:00,01.05.2019 18:00,"1,842"
01.05.2019 18:00,01.05.2019 19:00,"1,177"
01.05.2019 19:00,01.05.2019 20:00,"0,622"
01.05.2019 20:00,01.05.2019 21:00,"1,207"
01.05.2019 21:00,01.05.2019 22:00,"1,005"
01.05.2019 22:00,01.05.2019 23:00,"2,028"
01.05.2019 23:00,02.05.2019 00:00,"0,352"
02.05.2019 00:00,02.05.2019 01:00,"0,31"
02.05.2019 01:00,02.05.2019 02:00,"0,264"
02.05.2019 02:00,02.05.2019 03:00,"0,67"
02.05.2019 03:00,02.05.2019 04:00,"0,485"
02.05.2019 04:00,02.05.2019 05:00,"0,242"
02.05.2019 05:00,02.05.2019 06:00,"0,213"
02.05.2019 06:00,02.05.2019 07:00,"0,2"
02.05.2019 07:00,02.05.2019 08:00,"0,207"
02.05.2019 08:00,02.05.2019 09:00,"0,201"
02.05.2019 09:00,02.05.2019 10:00,"0,859"
02.05.2019 10:00,02.05.2019 11:00,"0,283"
02.05.2019 11:00,02.05.2019 12:00,"1,895"
